orbit_id,start_n,odd_step_index,is_terminal,n,A,B,C,D,a11,a13,a31,a33,n_mod_3,n_mod_4,n_mod_8,n_mod_16,n_mod_32,n_mod_64,actual_mode,actual_next,actual_direction,missing_down_count,missing_up_count,best_hidden_value,best_hidden_mode,reset_value,sheet_alternative,actual_sheet,alternate_sheet,reset_ratio_num,reset_ratio_den,delta_reset_log2,hidden_ratio_num,hidden_ratio_den,delta_hidden_log2,cum_reset_deficit_before,cum_reset_deficit_after,cum_hidden_deficit_before,cum_hidden_deficit_after,height_g,epsilon,eta,cum_height_g
NAMED_6171,6171,70,0,395,99,199,593,297,2,1,1,2,2,3,3,11,11,11,"(3,1)",593,UP,3,0,99,A,99,297,NON3,MULT3,593,99,2.582531674466394,593,99,2.582531674466394,142.77426415190845,145.35679582637485,204.59564765723695,207.17817933170335,0.5861794514815384,-0.5849625007211561,0.0012169507603823108,-3.379400284700085
NAMED_6171,6171,71,0,593,297,149,445,891,1,2,2,1,2,1,1,1,17,17,"(3,1)",445,FOLD,2,1,149,B,297,891,NON3,MULT3,445,297,0.5833424050529938,445,149,1.578493005391599,145.35679582637485,145.94013823142785,207.17817933170335,208.75667233709495,-0.4142267686922434,0.4150374992788439,0.000810730586600256,-3.793627053392328
NAMED_6171,6171,72,0,445,223,7,167,669,1,6,3,1,1,1,5,13,29,61,"(3,1)",167,FOLD,2,1,7,B,223,669,NON3,MULT3,167,223,-0.41719560744625284,167,7,4.576349370416448,145.94013823142785,145.5229426239816,208.75667233709495,213.3330217075114,-1.413957233379708,1.415037499278844,0.0010802658991358788,-5.207584286772036
NAMED_6171,6171,73,0,167,21,85,251,63,3,1,1,3,2,3,7,7,7,39,"(3,1)",251,UP,3,0,21,A,21,63,NON3,MULT3,251,21,3.5792261311720113,251,21,3.5792261311720113,145.5229426239816,149.10216875515363,213.3330217075114,216.9122478386834,0.5878392614767198,-0.5849625007211561,0.002876760755563661,-4.619745025295316
NAMED_6171,6171,74,0,251,63,127,377,189,2,1,1,2,2,3,3,11,27,59,"(3,1)",377,UP,3,0,63,A,63,189,NON3,MULT3,377,63,2.581140789768747,377,63,2.581140789768747,149.10216875515363,151.68330954492237,216.9122478386834,219.49338862845215,0.5868771593178923,-0.5849625007211561,0.001914658596736107,-4.0328678659774235
NAMED_6171,6171,75,0,377,189,95,283,567,1,2,2,1,2,1,1,9,25,57,"(3,1)",283,FOLD,2,1,95,B,189,567,NON3,MULT3,283,189,0.5824158186108095,283,95,1.5748026345009345,151.68330954492237,152.26572536353316,219.49338862845215,221.0681912629531,-0.41376247043678194,0.4150374992788439,0.0012750288420617212,-4.446630336414206
NAMED_6171,6171,76,0,283,71,143,425,213,2,1,1,2,1,3,3,11,27,27,"(3,1)",425,UP,3,0,71,A,71,213,NON3,MULT3,425,71,2.581571911520382,425,71,2.581571911520382,152.26572536353316,154.84729727505353,221.0681912629531,223.64976317447346,0.5866607881931818,-0.5849625007211561,0.0016982874720256138,-3.8599695482210237
NAMED_6171,6171,77,0,425,213,107,319,639,1,2,2,1,2,1,1,9,9,41,"(3,1)",319,FOLD,2,1,107,B,213,639,NON3,MULT3,319,213,0.5827029935390309,319,107,1.5759456273637218,154.84729727505353,155.43000026859258,223.64976317447346,225.2257088018372,-0.4139064172601947,0.4150374992788439,0.0011310820186490233,-4.273875965481219
NAMED_6171,6171,78,0,319,5,161,479,15,6,1,1,6,1,3,7,15,31,63,"(3,1)",479,UP,3,0,5,A,5,15,NON3,MULT3,479,5,6.581953750848818,479,5,6.581953750848818,155.43000026859258,162.0119540194414,225.2257088018372,231.807662552686,0.5864692319713107,-0.5849625007211561,0.00150673125015464,-3.687406733509908
NAMED_6171,6171,79,0,479,15,241,719,45,5,1,1,5,2,3,7,15,31,31,"(3,1)",719,UP,3,0,15,A,15,45,NON3,MULT3,719,15,5.582957364830778,719,15,5.582957364830778,162.0119540194414,167.59491138427217,231.807662552686,237.39061991751677,0.5859661147031177,-0.5849625007211561,0.0010036139819614802,-3.1014406188067905
NAMED_6171,6171,80,0,719,45,361,1079,135,4,1,1,4,2,3,7,15,15,15,"(3,1)",1079,UP,3,0,45,A,45,135,NON3,MULT3,1079,45,4.5836260531583415,1079,45,4.5836260531583415,167.59491138427217,172.17853743743052,237.39061991751677,241.97424597067513,0.5856311890487191,-0.5849625007211561,0.0006686883275628174,-2.5158094297580713
NAMED_6171,6171,81,0,1079,135,541,1619,405,3,1,1,3,2,3,7,7,23,55,"(3,1)",1619,UP,3,0,135,A,135,405,NON3,MULT3,1619,135,3.584071673251736,1619,135,3.584071673251736,172.17853743743052,175.76260911068226,241.97424597067513,245.55831764392687,0.585408120814549,-0.5849625007211561,0.0004456200933928937,-1.9304013089435224
NAMED_6171,6171,82,0,1619,405,811,2429,1215,2,1,1,2,2,3,3,3,19,19,"(3,1)",2429,UP,3,0,405,A,405,1215,NON3,MULT3,2429,405,2.5843686768638765,2429,405,2.5843686768638765,175.76260911068226,178.34697778754614,245.55831764392687,248.14268632079074,0.5852595043332991,-0.5849625007211561,0.0002970036121428721,-1.3451418046102233
NAMED_6171,6171,83,0,2429,1215,19,911,3645,1,7,3,1,2,1,5,13,29,61,"(3,1)",911,FOLD,2,1,19,B,1215,3645,NON3,MULT3,911,1215,-0.41543335469109266,911,19,5.583379730358466,178.34697778754614,177.93154443285505,248.14268632079074,253.72606605114922,-1.4148395308338142,1.415037499278844,0.00019796844502952557,-2.7599813354440377
NAMED_6171,6171,84,0,911,57,457,1367,171,4,1,1,4,2,3,7,15,15,15,"(3,1)",1367,UP,3,0,57,A,57,171,NON3,MULT3,1367,57,4.583907513441318,1367,57,4.583907513441318,177.93154443285505,182.51545194629637,253.72606605114922,258.30997356459056,0.5854902838040092,-0.5849625007211561,0.000527783082853132,-2.1744910516400284
NAMED_6171,6171,85,0,1367,171,685,2051,513,3,1,1,3,2,3,7,7,23,23,"(3,1)",2051,UP,3,0,171,A,171,513,NON3,MULT3,2051,171,3.584259261593954,2051,171,3.584259261593954,182.51545194629637,186.09971120789032,258.30997356459056,261.8942328261845,0.5853142488737921,-0.5849625007211561,0.0003517481526356517,-1.5891768027662363
NAMED_6171,6171,86,0,2051,513,1027,3077,1539,2,1,1,2,2,3,3,3,3,3,"(3,1)",3077,UP,3,0,513,A,513,1539,NON3,MULT3,3077,513,2.5844937127264913,3077,513,2.5844937127264913,186.09971120789032,188.68420492061682,261.8942328261845,264.478726538911,0.5851969518536928,-0.5849625007211561,0.0002344511325365936,-1.0039798509125435
NAMED_6171,6171,87,0,3077,1539,385,577,4617,1,3,4,1,2,1,5,5,5,5,"(3,1)",577,FOLD,2,1,385,B,1539,4617,NON3,MULT3,577,1539,-1.4153500076827275,577,385,0.5837128730632184,188.68420492061682,187.2688549129341,264.478726538911,265.06243941197425,-2.4148812196880622,2.415037499278844,0.000156279590781616,-3.418861070600606
NAMED_6171,6171,88,0,577,289,145,433,867,1,2,2,1,1,1,1,1,1,1,"(3,1)",433,FOLD,2,1,145,B,289,867,NON3,MULT3,433,289,0.5832975322260463,433,145,1.57831412471179,187.2688549129341,187.85215244516016,265.06243941197425,266.640753536686,-0.41420429391875757,0.4150374992788439,0.0008332053600863418,-3.8330653645193635
NAMED_6171,6171,89,0,433,217,109,325,651,1,2,2,1,1,1,1,1,17,49,"(3,1)",325,FOLD,2,1,109,B,217,651,NON3,MULT3,325,217,0.5827446754713366,325,109,1.57611158313889,187.85215244516016,188.4348971206315,266.640753536686,268.2168651198249,-0.41392730681090817,0.4150374992788439,0.0011101924679357003,-4.246992671330272
NAMED_6171,6171,90,0,325,163,41,61,489,1,3,4,1,1,1,5,5,5,5,"(3,1)",61,FOLD,2,1,41,B,163,489,NON3,MULT3,61,163,-1.4179908166681905,61,41,0.5731853329448029,188.4348971206315,187.0169063039633,268.2168651198249,268.7900504527697,-2.4135585703529303,2.415037499278844,0.0014789289259132977,-6.660551241683202
NAMED_6171,6171,91,0,61,31,1,23,93,1,6,3,1,1,1,5,13,29,61,"(3,1)",23,FOLD,2,1,1,B,31,93,NON3,MULT3,23,31,-0.43063435432986186,23,1,4.523561956057013,187.0169063039633,186.58627194963344,268.7900504527697,273.3136124088267,-1.4071753815058734,1.415037499278844,0.007862117772970424,-8.067726623189076
NAMED_6171,6171,92,0,23,3,13,35,9,3,1,1,3,2,3,7,7,23,23,"(3,1)",35,UP,3,0,3,A,3,9,NON3,MULT3,35,3,3.5443205162238103,35,3,3.5443205162238103,186.58627194963344,190.13059246585726,273.3136124088267,276.85793292505053,0.6057210608879537,-0.5849625007211561,0.020758560166797495,-7.4620055623011226
NAMED_6171,6171,93,0,35,9,19,53,27,2,1,1,2,2,3,3,3,3,35,"(3,1)",53,UP,3,0,9,A,9,27,NON3,MULT3,53,9,2.5579954531208866,53,9,2.5579954531208866,190.13059246585726,192.68858791897816,276.85793292505053,279.41592837817143,0.5986374376182326,-0.5849625007211561,0.013674936897076493,-6.86336812468289
NAMED_6171,6171,94,0,53,27,7,5,81,1,3,5,1,2,1,5,5,21,53,"(3,1)",5,FOLD,2,1,7,B,27,81,NON3,MULT3,5,27,-2.432959407276106,5,7,-0.485426827170242,192.68858791897816,190.25562851170204,279.41592837817143,278.9305015510012,-3.405992359675837,3.415037499278844,0.009045139603006985,-10.269360484358728
NAMED_6171,6171,95,0,5,3,1,1,9,1,3,4,1,2,1,5,5,5,5,"(3,1)",1,FOLD,2,1,1,B,3,9,NON3,MULT3,1,3,-1.584962500721156,1,1,0.0,190.25562851170204,188.67066601098088,278.9305015510012,278.9305015510012,-2.321928094887362,2.415037499278844,0.09310940439148145,-12.59128857924609
NAMED_6171,6171,96,1,1,1,1,1,3,1,2,2,1,1,1,1,1,1,1,"(3,1)",1,BOUNDARY,0,1,1,A,1,3,NON3,MULT3,1,1,0.0,1,1,0.0,188.67066601098088,188.67066601098088,278.9305015510012,278.9305015510012,0.0,0.0,0.0,-12.59128857924609
